Company Name,Sector,Country,City,Email,Website,Address,Tel/Fax,
Dnata,Travel and Tourism,UAE,Dubai,www.dnata.com,,Emirates Group Headquarter,Tel: +971 4-295-1111,
,,,,,,Deira,Fax: +971 4-227-4710,
,,,,,,P.O.Box 1515,,
DocMan,Telecoms and IT,UAE,Dubai,info@docmanco.com ,www.docmanco.com/,P.O.Box 17613,Tel: +971 4-881-7127,
,,,,,,,Fax: +971 4-881-8050,
Dodsal Pte - UAE,Construction,UAE,Dubai,dodsal@emirates.net.ae,,Best Home Business Center,Tel: +971 4-310-6767,
,,,,,,1st Floor,Fax: +971 4-310-6777,
,,,,,,Sheikh Zayed Road,,
,,,,,,P.O.Box 8034,,
Dolphin Energy Limited,Oil and Gas,UAE,Abu Dhabi,info@dolphinenergy.com,www.dolphinenergy.com,Abu Dhabi Trade Center Building,Tel: +971 2-699-5500,
,,,,,,"2nd and 3rd Floor, East Tower",Fax: +971 2-644-6090,
,,,,,,P.O.Box 33777,,
Dot World,Travel and Tourism,UAE,Dubai,info@dotw.com,www.dotw.com,Nissan Showroom Building,Tel: +971 4-295-8510,
,,,,,,3rd Floor,Fax: +971 4-295-8910,
,,,,,,P.O.Box 19950,,
Dow Chemical Company,Basic Materials,UAE,Dubai,,,Kendah House,Tel: +971 4-332-8866,
,,,,,,22nd Floor,Fax: +971 4-332-8280,
,,,,,,Sheikh Zayed Road,,
,,,,,,P.O.Box 7893,,
Drake and Scull International,Construction,UAE,Dubai,lds@emirates.net.ae,www.emcoruk.com,-,Tel: +971 4-331-3123,
,,,,,,,Fax: +971 4-331-0989,
Dubai Aerospace Enterprise,Transport,UAE,Dubai,info@dubaiaerospace.com,www.dubaiaerospace.com,Convention Tower,Tel: +971 4-329-2420,
,,,,,,8th Floor,Fax: +971 4-329-2430,
,,,,,,Sheikh Zayed Road,,
,,,,,,P.O.Box 9522,,
Dubai Air Wing,Transport,UAE,Dubai,operation@daw.org.ae,,P.O.Box 11097,Tel: +971 4-216-2583,
,,,,,,,Fax: +971 4-282-3330,
Dubai Airport Free Zone Authority,Real Estate,UAE,Dubai,invest@dafza.gov.ae,www.dafza.ae,Dubai International Airport,Tel: +971 4-299-5555,
,,,,,,Airport Road,Fax: +971 4-299-5500,
,,,,,,P.O.Box 491,,
Dubai Aluminium Company,Mining and Metals,UAE,Dubai,info@dubal.ae,www.dubal.ae,P.O.Box 3627,Tel: +971 4-884-6666,
,,,,,,,Fax: +971 4-884-6496,
,,,,,,,Fax: +971 4-884-6919,
Dubai Autodrome,Travel and Tourism,UAE,Dubai,info@dubaiautodrome.com,www.dubaiautodrome.com,P.O.Box 24649,Tel: +971 4-294-9490,
,,,,,,,Fax: +971 4-294-9491,
Dubai Automatic Bakery,Agriculture and Food,UAE,Dubai,aljadeed@emirates.net.ae,,Juma Al Majid Abdulla Bldg,Tel: +971 4-2666615,
,,,,,,"Salah Al Din Street, ,",Tel: +971 4-2691550,
,,,,,,P.O.Box 10603,Tel: +971 4-2694882,
,,,,,,,Fax: 04-2660811,
Dubai Bank,Financial Services,UAE,Dubai,info@dubaibank.ae,www.dubaibank.ae,Dubai World Trade Centre,Tel: +971 4-336-5555,
,,,,,,Sheikh Zayed Road,Fax: +971 4-337-5552,
,,,,,,P.O.Box 65555,,
Dubai Biotechnology and Research Park,Real Estate,UAE,Dubai,info@dubiotech.com,www.dubiotech.com,Block 2A,Tel: +971 4-390-2222,
,,,,,,Office G47,Fax: +971 4-390-8444,
Dubai Cable Company,Industrial Manufacturing,UAE,Dubai,ducab@ducab.ae,www.ducab.ae,Dubai Cable Company Building,Tel: +971 4-808-2500,
,,,,,,Sheikh Zayed Road,Fax: +971 4-808-2511,
,,,,,,Jebal Ali,,
,,,,,,P.O.Box 11529,,
Dubai Cargo Village,Transport,UAE,Dubai,,www.dubaicargovillage.com,P.O.Box 2525,Tel: +971 4-282-2822,
,,,,,,,Fax: +971 4-282-2793,
Dubai Cars and Automotive Zone,Real Estate,UAE,Dubai,mktg@jafza.co.ae,www.ducamz.co.ae,Jebel Ali Free Zone,Tel: +971 4-333-5000,
,,,,,,P.O.Box 17000,Fax: +971 4-333-5777,
Dubai Chamber of Commerce and Industry,Services,UAE,Dubai,info@dcci.ae,www.dcci.ae,"Chamber of Commerce and Industry Building,",Tel: +971 4-228-0000,
,,,,,,Bani Yass Street,Fax: +971 4-221-1646,
,,,,,,P.O.Box 1457,,
Dubai Contracting Company,Construction,UAE,Dubai,dcc97@emirates.net.ae,,Ras Alkhor,Tel: +971 4-333-7100,
,,,,,,P.O.Box 232,Fax: +971 4-333-0821,
Dubai Converting Industries,Consumer Goods,UAE,Dubai,,,Real Estate Dept Bldg,Tel: +971 4-3487914,
,,,,,,Sheikh Zayed Road,Fax: 04-2850945,
,,,,,,P.O.Box 20971,Fax: 04-3480613,
Dubai Development Board,Government,UAE,Dubai,ddb@dubai.gov.ae,www.dubaidb.gov.ae/,P.O.Box 4911,Tel: +971 4-221-6000,
,,,,,,,Fax: +971 4-221-6216,
Dubai Development Company,Real Estate,UAE,Dubai,ddc@almulla.com,,Al Mulla Building,Tel: +971 4-222-5183,
,,,,,,Office 102,Fax: +971 4-228-3527,
,,,,,,Bin Yas Street,,
,,,,,,Deira,,
,,,,,,P.O.Box 2527,,
Dubai Development and Investment Authority (Dissolved),Financial Services,UAE,Dubai,,,P.O.Box 500005,Tel: +971 4-330-2222,
,,,,,,,Fax: +971 4-330-2233,
Dubai Diamond Exchange,Financial Services,UAE,Dubai,,www.dde.ae,1st Floor,Tel: +971 4-295-2262,
,,,,,,Business Avenue,Fax: +971 4-294-5901,
,,,,,,Deira,,
,,,,,,P.O.Box 118999,,
Dubai Dry Docks,Transport,UAE,Dubai,drydocks@drydocks.gov.ae,www.drydocks.gov.ae,Jumeirah Beach Road,Tel: +971 4-345-0626,
,,,,,,Dubai Dry Docks Yard,Fax: +971 4-345-0116,
,,,,,,P.O.Box 8988,,
Dubai Duty Free,Consumer Goods,UAE,Dubai,customerservice@ddf.ae,www.dubaidutyfree.com,P.O.Box 831,Tel: +971 4-216-6444,
,,,,,,,Fax: +971 4-224-4036,
Dubai Electricity and Water Authority,Power and Utilities,UAE,Dubai,dewa@dewa.gov.ae,www.dewa.gov.ae,P.O.Box 564,Tel: +971 4-324-4444,
,,,,,,,Fax: +971 4-324-8111,
Dubai Energy,Financial Services,UAE,Dubai,info@dubaienergy.ae,www.dubaienergy.ae,Building 2 South,Tel: +971 4-365-7981,
,,,,,,5th Floor,Fax: +971 4-363-7320,
,,,,,,Dubai International Financial Centre,,
,,,,,,P.O.Box 65777,,
Dubai Executive Council,Government,UAE,Dubai,,,Emirates Towers Building,Tel: +971 4-330-4444,
,,,,,,44th Floor,Fax: +971 4-330-3636,
,,,,,,Sheikh Zayed Road,,
,,,,,,P.O.Box 73311,,
Dubai Fertilizer Factory (Inactive),Basic Materials,UAE,Dubai,,alkayed@www.com,Kayed Bldg,Tel: +971 4-2642323,
,,,,,,Al Qusais Industrial Area,Fax: 04-2642525,
,,,,,,P.O.Box 11161,,
Dubai Festival City,Real Estate,UAE,Dubai,afimarketing@dubaifestivalcity.com,www.dubaifestivalcity.com,P.O.Box 7976,Tel: +971 4-213-6213,
,,,,,,,Tel: +971 4-286-2828,
,,,,,,,Fax: +971 4-285-2930,
Dubai Financial,Financial Services,UAE,Dubai,,,Dubai International Financial Center,Tel: +971 4-363-7070,
,,,,,,"4th Floor, 5th Precinct",Fax: +971 4-363-7066,
,,,,,,Dubai International Financial Center,,
,,,,,,P.O.Box 73311,,
Dubai Financial Market,Financial Services,UAE,Dubai,helpdesk@dfm.co.ae,www.dfm.co.ae,World Trade Center Building,Tel: +971 4-305-5555,
,,,,,,Ground Floor,Fax: +971 4-305-5566,
,,,,,,Sheikh Zayed Road,,
,,,,,,P.O.Box 9700,,
Dubai Financial Services Authority,Financial Services,UAE,Dubai,info@dfsa.ae,www.dfsa.ae,The Gate,Tel: +971 4-362-1500,
,,,,,,Level 13,Fax: +971 4-362-0801,
,,,,,,P.O.Box 75850,,
Dubai Flower Centre,Transport,UAE,Dubai,info@dubaiflowercentre.com,www.dubaiflowercentre.com,Dubai International Airport,Tel: +971 4-216-3434,
,,,,,,P.O.Box 119900,Fax: +971 4-224-4995,
Dubai Furniture Manufacturing Company,Consumer Goods,UAE,Dubai,dfmc@emirates.net.ae,www.mattressleader.com,Dubai Investments Park,Tel: +971 4-885-3929,
,,,,,,P.O.Box 24129,Fax: +971 4-885-3784,
Dubai Gold and Commodities Exchange,Financial Services,UAE,Dubai,info@dgcx.ae,www.dgcx.ae,Building No.2,Tel: +971 4-361-1616,
,,,,,,1st Floor,Fax: +971 4-361-1617,
,,,,,,Sheikh Zayed Road,,
,,,,,,Emaar Business Park,,
,,,,,,P.O.Box 37736,,
Dubai Gold and Jewellery Group,Services,UAE,Dubai,goldgrup@emirates.net.ae,www.dubaicityofgold.com,Gold Land Building,Tel: +971 4-229-1188,
,,,,,,Deira Road,Fax: +971 4-226-8883,
,,,,,,P.O.Box 26909,,
Dubai Group,Financial Services,UAE,Dubai,,,"C/O, Dubai Investment Group",Tel: +971 4-330-0707,
,,,,,,Emirates Towers,Fax: +971 4-330-3260,
,,,,,,38th Floor,,
,,,,,,Sheikh Zayed Road,,
,,,,,,P.O.Box 73311,,
Dubai Healthcare City,Real Estate,UAE,Dubai,info@dhcc.ae,www.dhcc.ae,Oud Maysa Area,Tel: +971 4-324-5555,
,,,,,,P.O.Box 66566,Fax: +971 4-324-9000,
Dubai Holding,Financial Services,UAE,Dubai,info@dubaiholding.ae,www.dubaiholding.ae,Emirates Towers,Tel: +971 4-330-0300,
,,,,,www.dubaiholding.com,49th Floor,Fax: +971 4-330-0303,
,,,,,,Sheikh Zayed Road,,
,,,,,,P.O.Box 66000,,
Dubai Holding Commercial Operations MTN Limited - EUR Note,Other,UAE,,,,"C/O, Dubai Holding",Tel: +971 4-330-0300,
,,,,,,Emirates Towers,Fax: +971 4-330-0303,
,,,,,,49th Floor,,
,,,,,,Sheikh Zayed Road,,
,,,,,,P.O.Box 66000,,
Dubai Holding Commercial Operations MTN Limited - GBP Note,Other,UAE,,,,"C/O, Dubai Holding",Tel: +971 4-330-0300,
,,,,,,Emirates Towers,Fax: +971 4-330-0303,
,,,,,,49th Floor,,
,,,,,,Sheikh Zayed Road,,
,,,,,,P.O.Box 66000,,
Dubai Holding Commercial Operations MTN Limited - USD Note,Other,UAE,,,,"C/O, Dubai Holding",Tel: +971 4-330-0300,
,,,,,,Emirates Towers,Fax: +971 4-330-0303,
,,,,,,49th Floor,,
,,,,,,Sheikh Zayed Road,,
,,,,,,P.O.Box 66000,,
Dubai Hospital,Healthcare,UAE,Dubai,,,P.O.Box 7272,Tel: +971 4-219-5000,
,,,,,,,Fax: +971 4-271-9340,
Dubai Industrial City,Real Estate,UAE,Dubai,sales@dubaiindustrilacity.ae,www.dubaiindustrialcity.ae,Building 4,Tel: +971 4-368-0230,
,,,,,,1st Floor,Tel: +971 4-368-0231,
,,,,,,Emirates Road,Fax: +971 4-368-1095,
,,,,,,Dubai Humanitarian City,,
,,,,,,P.O.Box 66066,,
Dubai Insurance Company,Financial Services,UAE,Dubai,dubins@emirates.net.ae,,Al Rigga Street,Tel: +971 4-269-3030,
,,,,,,Deira,Fax: +971 4-269-3727,
,,,,,,P.O.Box 3027,,
Dubai International Airport,Transport,UAE,Dubai,,www.dubaiairport.com,P.O.Box 2525,Tel: +971 4-224-5555,
,,,,,,,Fax: +971 4-224-4074,
Dubai International Capital,Financial Services,UAE,Dubai,info@dubaiic.com,www.dubaiic.com,The Gate,Tel: +971 4-362-1888,
,,,,,,13th Floor East Wing,Fax: +971 4-362-0888,
,,,,,,P.O.Box 72888,,
Dubai International Convention and Exhibition Centre,Services,UAE,Dubai,info@dicec.ae,www.dicec.ae,Dubai World Trade Centre,Tel: +971 4-332-1000,
,,,,,,Sheikh Zayed Road,Fax: +971 4-332-2866,
,,,,,,P.O.Box 9292,,
Dubai International Film Festival,Media,UAE,Dubai,,www.dubaifilmfest.com,"C/O, Dubai Media City, PO Box 53777, Dubai, United Arab Emirates",Tel: +971 4-391-4555,
,,,,,,,Fax: +971 4-391-4616,
Dubai International Financial Centre,Real Estate,UAE,Dubai,info@difc.ae,www.difc.ae,The Gate,Tel: +971 4-362-2222,
,,,,,,Level 14,Fax: +971 4-362-2333,
,,,,,,Dubai International Financial Center,,
,,,,,,P.O.Box 74777,,
Dubai International Financial Exchange,Financial Services,UAE,Dubai,contact@difx.ae,www.difx.ae,The Exchange Building,Tel: +971 4-361-2222,
,,,,,,"Gate District, Dubai Financial Centre",Fax: +971 4-361-2130,
,,,,,,P.O.Box 53536,,
Dubai International Real Estate,Real Estate,UAE,Dubai,dire@emirates.net.ae,,P.O.Box 29000,Tel: +971 4-349-2222,
,,,,,,,Fax: +971 4-344-8000,
Dubai International Reinforced Plastics,Basic Materials,UAE,Dubai,dirpuae@emirates.net.ae,www.dirp.com,P.O.Box 2202,Tel: +971 4-285-8080,
,,,,,,,Fax: +971 4-285-0956,
Dubai Internet City,Real Estate,UAE,Dubai,opportunities@dubaiinternetcity.com,www.dubaiinternetcity.com,P.O.Box 73000,Tel: +971 4-391-1111,
,,,,,,,Fax: +971 4-391-9000,
Dubai Investment Group,Financial Services,UAE,Dubai,info@dubaigroup.com,www.dubaigroup.com,Emirates Towers,Tel: +971 4-330-0707,
,,,,,,38th Floor,Fax: +971 4-330-3260,
,,,,,,Sheikh Zayed road,,
,,,,,,P.O.Box 73311,,
Dubai Investments,Financial Services,UAE,Dubai,,www.dubaiinvestments.com,Enoc Building No 1,Tel: +971 4-337-9333,
,,,,,,Oud Metha Road,Fax: +971 4-334-6547,
,,,,,,P.O.Box 28171,,
Dubai Investments Park Development Company,Real Estate,UAE,Dubai,infodip@dipark.com,www.dipark.com,Emirates Road,Tel: +971 4-337-9333,
,,,,,,P.O.Box 28171,Tel: +971 4-885-1188,
,,,,,,,Fax: +971 4-885-1007,
Dubai Investments Real Estate Company,Real Estate,UAE,Dubai,info@di-realestate.com,www.di-realestate.com,"C/O, Dubai Investments, Enoc Building No 1, Oud Metha Road, PO Box 28171, Dubai, United Arab Emirates",Tel: +971 4-885-2622,
,,,,,,,Fax: +971 4-885-2520,
Dubai Islamic Bank,Financial Services,UAE,Dubai,contactus@alislami.ae,www.alislami.ae,P.O.Box 1080,Tel: +971 4-295-3000,
,,,,,,,Fax: +971 4-295-4111,
Dubai Islamic Insurance and Reinsurance Company,Financial Services,UAE,Dubai,aman@aman-diir.ae,www.aman.ae,Gulf Tower,Tel: +971 4-319-3111,
,,,,,,B1 Mezzanine Floor,Fax: +971 4-319-3112,
,,,,,,P.O.Box 157,,
Dubai Knowledge Village,Real Estate,UAE,Dubai,info@kv.ae,www.kv.ae,Al Safouh Road,Tel: +971 4-390-1111,
,,,,,,Jumeirah,Fax: +971 4-390-1110,
,,,,,,P.O.Box 73000,,
Dubai Land Department,Government,UAE,Dubai,info@dubailand.gov.ae,www.dubailand.gov.ae,P.O.Box 1166,Tel: +971 4-222-2253,
,,,,,,,Tel: +971 4-222-2254,
,,,,,,,Fax: +971 4-222-2251,
Dubai Logistics City,Real Estate,UAE,Dubai,info@dubailogisticscity.ae,www.dubailogisticscity.com,Emirates Atrium Building,Tel: +971 4-321-4040,
,,,,,,"Block B, Office 38",Fax: +971 4-343-5505,
,,,,,,Sheikh Zayed Road,,
,,,,,,P.O.Box 74241,,
Dubai Marine Beach Resort and Spa,Travel and Tourism,UAE,Dubai,dxbmarin@emirates.net.ae,www.dxbmarine.com,P.O.Box 5182,Tel: +971 4-346-1111,
,,,,,,,Fax: +971 4-346-0234,
Dubai Maritime City,Real Estate,UAE,Dubai,info@dubaimaritimecity.ae,www.dubaimaritimecity.ae,"Port Rashid, Gate 1",Tel: +971 4-345-5545,
,,,,,,P.O.Box 17000,Fax: +971 4-345-2234,
Dubai Media City,Real Estate,UAE,Dubai,info@dubaimediacity.ae,www.dubaimediacity.co.ae,Sheikh Zayed Road,Tel: +971 4-391-4555,
,,,,,,P.O.Box 53777,Fax: +971 4-391-4616,
,,,,,,,Fax: +971 4-391-9000,
Dubai Media Incorporated,Media,UAE,Dubai,,,P.O.Box 1695,Tel: +971 4-336-9999,
,,,,,,,Tel: +971 4-344-4400,
Dubai Mercantile Exchange,Financial Services,UAE,Dubai,,www.dubaimerc.com,Dubai International Financial Center,Tel: +971 4- 330-1114,
,,,,,,P.O.Box 66500,Fax: +971 4-330-1115,
Dubai Metro,Transport,UAE,Dubai,,www.dubaimetro.info,"C/O, Dubai Municipality, PO Box 67, Dubai, United Arab Emirates",Tel: +971 4-221-5555,
,,,,,,,Fax: +971 4-224-6666,
Dubai Multi Commodities Centre,Real Estate,UAE,Dubai,office@dmcc.ae,www.dmcc.ae,Emirates Tower,Tel: +971 4-390-3899,
,,,,,,19th Floor,Fax: +971 4-390-3897,
,,,,,,Sheikh Zayed Road,,
,,,,,,P.O.Box 48800,,
Dubai Municipality,Government,UAE,Dubai,info@dm.gov.ae,www.dm.gov.ae,P.O.Box 67,Tel: +971 4-221-5555,
,,,,,,,Fax: +971 4-224-6666,
Dubai National Insurance and Reinsurance,Financial Services,UAE,Dubai,mails@dnirc.com,www.dnirc.com,Al Habtoor Motors Building,Tel: +971 4-269-1300,
,,,,,,2nd Floor,Fax: +971 4-269-2000,
,,,,,,Al Ittihad Street,,
,,,,,,P.O.Box 1806,,
Dubai Natural Gas Company,Oil and Gas,UAE,Dubai,administration@dugas.ae,,Jebel Ali Free Zone,Tel: +971 4-881-2121,
,,,,,,P.O.Box 4311,Fax: +971 4-881-2221,
Dubai Outsource Zone,Real Estate,UAE,Dubai,info@dubaioutsourcezone.com,www.doz.ae,Building 4,Tel: +971 4-367-6666,
,,,,,www.dubaioutsourcezone.com,Dubai Internet City,Fax: +971 4-367-0400,
,,,,,,P.O.Box 7300,,
Dubai Oxygen Establishment,Basic Materials,UAE,Dubai,,,P.O.Box 11318,Tel: +971 4-266-0983,
,,,,,,,Fax: +971 4-269-0168,
Dubai Printing Press,Services,UAE,Dubai,nabooda@emirates.net.ae,www.dubaipp.com,P.O.Box 6820,Tel: +971 4-337-0344,
,,,,,,,Tel: +971 4-337-0581,
,,,,,,,Fax: +971 4-337-0799,
Dubai Properties,Real Estate,UAE,Dubai,info@dubai-properties.ae,www.dubai-properties.ae,P.O.Box 500272,Tel: +971 4-390-0095,
,,,,,,,Fax: +971 4-390-4640,
Dubai Property Group,Government,UAE,Dubai,info@dubaipropertygroup.com,www.dubaipropertygroup.com,P.O.Box 43659,Tel: +971 4-211-5266,
,,,,,,,Fax: +971 4-211-5101,
Dubai Public Transport Department,Transport,UAE,Dubai,transport@dm.gov.ae,www.dubaipublictransport.ae//,P.O.Box 67,Tel: +971 4-8004848,
,,,,,,,Fax: +971 4-2854969,
Dubai Quality Group,Government,UAE,Dubai,info@dqg.org,www.dqg.org,P.O.Box 9278,Tel: +971 4-343-1950,
,,,,,,,Fax: +971 4-343-1970,
Dubai Radio Network,Media,UAE,Dubai,,www.drnonline.com,P.O.Box 502255,Tel: +971 4-307-7103,
,,,,,,,Fax: +971 4-335-5505,
Dubai Refreshments Company,Agriculture and Food,UAE,Dubai,pepsidrc@pepsidrc.ae,www.pepsidrc.com,"2nd interchange, Sheikh Zayed Road",Tel: +971 4-339-3000,
,,,,,,P.O.Box 420,Tel: +971 4-339-3444,
,,,,,,,Fax: +971 4-338-1684,
Dubai Select,Real Estate,UAE,Dubai,info@dubaiselect.com,www.dubaiselect.com,Building Number 4,Tel: +971 4-368-3355,
,,,,,,"2nd Floor, Office 205",Fax: +971 4-368-3344,
,,,,,,Sheikh Zayed Road,,
,,,,,,Emaar Business Park,,
,,,,,,P.O.Box 717501,,
Dubai Ship Docking Yard,Transport,UAE,Dubai,jadaf@emirates.net.ae,www.jadafdubai.com,P.O.Box 5642,Tel: +971 4-324-2424,
,,,,,,,Fax: +971 4-324-3232,
Dubai Shipping Company,Oil and Gas,UAE,Dubai,dnkshipping@dnkpetrol.com,,Inno Complex,Tel: +971 4-313-5999,
,,,,,,Sheikh Rashed Road,Fax: +971 4-313-5902,
,,,,,,P.O.Box 855,,
Dubai Shopping Festival,Government,UAE,Dubai,info@mydsf.ae,www.mydsf.com,Department of Economic Development Building,Tel: +971 4-223-5444,
,,,,,,4th Floor,Fax: +971 4-223-5888,
,,,,,,Baniwas Street,,
,,,,,,P.O.Box 25425,,
Dubai Silicon Oasis,Real Estate,UAE,Dubai,info@dso.ae,www.dso.ae,Dubai Airport Free Zone Authority Building,Tel: +971 4-202-7741,
,,,,,,P.O.Box 6009,Fax: +971 4-299-7525,
Dubai Sports City,Real Estate,UAE,Dubai,info@sc.ae,www.dubaisportscity.ae,P.O.Box 111123,Tel: +971 4-329-3300,
,,,,,,,Fax: +971 4-329-3388,
Dubai Studio City,Real Estate,UAE,Dubai,info@dubaistudiocity.ae,www.dubaistudiocity.com,CNN Building,Tel: +971 4-391-4664,
,,,,,,Dubai Media City,Fax: +971 4-391-6648,
,,,,,,P.O.Box 73000,,
Dubai Tourism Development Company,Travel and Tourism,UAE,Dubai,,,Emirates Tower,Tel: +971 4-330-2222,
,,,,,,Sheikh Zayed Road,Fax: +971 4-330-2233,
Dubai Transport Corporation,Transport,UAE,Dubai,,www.dubaitransport.gov.ae/,P.O.Box 2647,Tel: +971 4-2080808,
,,,,,,,Tel: +971 4-2641111,
,,,,,,,Fax: +971 4-2080696,
,,,,,,,Fax: +971 4-2080800,
Dubai Wire,Mining and Metals,UAE,Dubai,rego@dubwire.com,www.dubaiwire.com,Jebel Ali Free Zone,Tel: +971 4-883-5189,
,,,,,,P.O.Box 16815,Fax: +971 4-883-5168,
Dubai World,Government,UAE,Dubai,info@dubaiworld.ae,www.dubaiworld.ae,-,Tel: +971 4-881-8808,
,,,,,,,Fax: +971 4-881-7722,
Dubai World Central,Real Estate,UAE,Dubai,info@dubailogisticscity.ae,www.dubaiworldcentral.ae,"C/O, Dubai Logistics City, PO Box 74241",Tel: +971 4-321-4040,
,,,,,www.dubaiworldcentral.net,,Fax: +971 4-343-5505,
,,,,,,,,
Dubai World Central International Airport,Transport,UAE,Dubai,,,"C/O, Dubai Logistics City, PO Box 74241",Tel: +971 4-321-4040,
,,,,,,,Fax: +971 4-343-5505,
Dubai World Trade Centre,Real Estate,UAE,Dubai,info@dwtc.com,www.dwtc.com,Dubai Trade Centre,Tel: +971 4-332-1000,
,,,,,,Sheikh Zayed Road,Fax: +971 4-331-2173,
,,,,,,P.O.Box 9292,Fax: +971 4-331-8299,
Ducont,Telecoms and IT,UAE,Dubai,,www.ducont.com,P.O.Box 500073,Tel: +971 4-391-3000,
,,,,,,,Fax: +971 4-391-3001,
Dulsco,Conglomerates,UAE,Dubai,customercare@dulsco.com,www.dulsco.com,Arbab Building,Tel: +971 4-353-4020,
,,,,,,Al Faheidi Street,Tel: +971 4-353-4528,
,,,,,,P.O.Box 6238,Fax: +971 4-353-4082,
Dun and Bradstreet South Asia and Middle East,Services,UAE,Dubai,info@dnbsame.com,www.dnbsame.com,The Exchange Building,Tel: +971 4-369-5700,
,,,,,,5th Floor,Fax: +971 4-363-7104,
,,,,,,Dubai International Financial Centre,,
,,,,,,P.O.Box 506511,,
Dusit Dubai,Travel and Tourism,UAE,Dubai,info@dusitdubai.com,dubai.dusit.com,P.O.Box 23335,Tel: +971 4-343-3333,
,,,,,,,Fax: +971 4-343-4222,
Dutch Foundation Company,Construction,UAE,Abu Dhabi,dutch@emirates.net.ae,www.dutchfoundation.net,Al Badie Building,Tel: +971 2-631-0976,
,,,,,,1st Floor,Fax: +971 2-621-7581,
,,,,,,Al Nasr Street,,
,,,,,,P.O.Box 27023,,
Dutco Balfour Beatty,Construction,UAE,Dubai,,,P.O.Box 8944,Tel: +971 4-880-2288,
,,,,,,,Fax: +971 4-880-1457,
Dutco Group,Conglomerates,UAE,Dubai,dutco@emirates.net.ae,www.dutco.com,P.O.Box 233,Tel: +971 4-266-0311,
,,,,,,,Fax: +971 4-266-5157,
Dutco Tennant,Industrial Manufacturing,UAE,Dubai,info@dutcotennant.com,www.dutcotennant.com,Abdullah Mohammed Saleh Building,Tel: +971 4-222-0186,
,,,,,,Naif Street,Fax: +971 4-223-6193,
,,,,,,P.O.Box 233,,
EFG-Hermes UAE,Financial Services,UAE,Dubai,,,The Gate Building,Tel: +971 4-363-4000,
,,,,,,"6th Floor, West Wing",Fax: +971 4-362-1170,
,,,,,,Sheikh Zayed Road,,
,,,,,,P.O.Box 30727,,
EMC Computer Systems,Telecoms and IT,UAE,Dubai,,,Dubai Internet City,Tel: +971 4-391-4321,
,,,,,,P.O.Box 500166,Fax: +971 4-391-8570,
EMKE Group,Conglomerates,UAE,Abu Dhabi,headoffice@emkegroup.com,www.emkegroup.com,EMKE Group Building,Tel: +971 2-642-1800,
,,,,,,Mouroor Street,Fax: +971 2-642-1716,
,,,,,,P.O.Box 4048,,
EMPA Middle East,Telecoms and IT,UAE,Dubai,webmaster@empa-me.com,www.empa-me.com,Jebel Ali Free Trade Zone,Tel: +971 4-883-9341,
,,,,,,P.O.Box 17355,Fax: +971 4-883-9340,
EMW,Telecoms and IT,UAE,,support@emw-me.com,www.emw-me.com,P.O.Box 502295,Tel: + 971 4-368-6700,
,,,,,,,Fax: + 971 4-390-8680,
ETA Star Property Developers,Real Estate,UAE,Dubai,info@etastar.com,www.etastar.com,4B Hamarain Centre,Tel: +971 4-268-7222,
,,,,,,P.O.Box 29193,Fax: +971 4-262-3291,
ETA StarHospitality,Travel and Tourism,UAE,Dubai,info@hallmarkhotel.com,www.starhospitality.com,"Al Rigga Street, Street 34b",Tel: +971 4-222-1999,
,,,,,,Deira,Fax: +971 4-222-2332,
,,,,,,P.O.Box 64264,,
Easa Saleh Al Gurg Group,Conglomerates,UAE,Dubai,esag@algurg.com,www.algurg.com,Easa Saleh Al Gurg Building,Tel: +971 4-227-9666,
,,,,,,Baniyas Street,Fax: +971 4-227-8620,
,,,,,,Deira,,
,,,,,,P.O.Box 325,,
Eastern Commercial Agencies,Telecoms and IT,UAE,Dubai,eca@emirates.net.ae,,Al Maktoum Street,Tel: +971 4-2215406,
,,,,,,Rigga Al Bateen,Tel: +971 4-2222977,
,,,,,,P.O.Box 45,Tel: +971 4-2226596,
,,,,,,,Fax: 04-2225762,
Eastern Networks,Telecoms and IT,UAE,Dubai,uae@eastnets.com,www.eastnets.com,P.O.Box 500135,Tel: +971 4-391-2888,
,,,,,,,Fax: +971 4-391-8652,
Econosto Mideast,Industrial Manufacturing,UAE,Sharjah,econosto@econosto.co.ae,www.econosto.com/mideast,P.O.Box 3115,Tel: +971 6-569-0310,
,,,,,,,Fax: +971 6-569-0522,
Edara,Real Estate,UAE,Dubai,contactus@edara.ae,www.edara.ae,"Union House Building, Deira City Center",Tel: +971 4-204-6300,
,,,,,,9th Floor,Fax: +971 4-204-6301,
,,,,,,P.O.Box 27642,,
Eid Mohammed and Sons,Mining and Metals,UAE,Dubai,,,Al Garhoud,Tel: +971 4-282-3026,
,,,,,,P.O.Box 1350,Fax: +971 4-2823093,
Elcome International,Telecoms and IT,UAE,Dubai,elcomint@emirates.net.ae,,P.O.Box 1788,Tel: +971 4-3241333,
,,,,,,,Fax: 04-3243465,
Electra Abu Dhabi,Industrial Manufacturing,UAE,Abu Dhabi,electra2@emirates.net.ae,,P.O.Box 121,Tel: +971 2-666-6548,
,,,,,,,Fax: +971 2-667-2313,
Electronics Development Company,Industrial Manufacturing,UAE,Sharjah,,,P.O.Box 20368,Tel: +971 6-5363692,
,,,,,,,Fax: 06-5526312,
